1.12E-04	0	4.47E-21	2.90E-21	7.64428242	9.23E-02	3.590865752	0.506574914	3.946995922	3.66E-02	0.372987386	4.57E-04	7.92E-03	0.480565934	2.39E-02	9.14E-02	5.32E-02	6.689365177	2.01E-02	0.360165668	3.13E-03	1.91E-04	4.92E-04	4.93E-05	3.78E-05	2.18E-05	7.39E-06	6.12E-06	2.51E-06	3.42E-05	2.58E-05	4.28E-05	4.38E-06
1.84E-04	0	4.12E-21	2.68E-21	7.790575702	9.55E-02	3.658432485	0.511434276	4.024120441	3.73E-02	0.399607732	7.10E-04	8.27E-03	0.486327445	2.41E-02	9.32E-02	5.46E-02	6.817947905	2.05E-02	0.367999694	3.23E-03	1.98E-04	5.12E-04	4.99E-05	3.82E-05	2.22E-05	7.46E-06	6.17E-06	2.53E-06	3.45E-05	2.61E-05	4.35E-05	4.49E-06
2.67E-04	0	3.79E-21	2.46E-21	7.916007204	9.87E-02	3.715713122	0.515994456	4.089539855	3.80E-02	0.426384102	9.33E-04	8.61E-03	0.490896913	2.43E-02	9.48E-02	5.59E-02	6.92710519	2.08E-02	0.374764073	3.31E-03	2.04E-04	5.32E-04	5.03E-05	3.86E-05	2.26E-05	7.52E-06	6.22E-06	2.55E-06	3.47E-05	2.63E-05	4.41E-05	4.59E-06
3.62E-04	0	3.48E-21	2.26E-21	8.011903823	0.101629241	3.756024964	0.520035413	4.13933	3.84E-02	0.452601178	1.13E-03	8.91E-03	0.495204979	2.45E-02	9.60E-02	5.70E-02	7.00526952	2.10E-02	0.380175658	3.39E-03	2.10E-04	5.50E-04	5.08E-05	3.89E-05	2.28E-05	7.58E-06	6.16E-06	2.55E-06	3.42E-05	2.65E-05	4.45E-05	4.67E-06
4.73E-04	0	3.20E-21	2.08E-21	8.091548879	0.104340533	3.790285114	0.52380105	4.178853988	3.88E-02	0.477563037	1.31E-03	9.19E-03	0.498995153	2.47E-02	9.69E-02	5.79E-02	7.070131609	2.12E-02	0.384368128	3.45E-03	2.15E-04	5.68E-04	5.11E-05	3.92E-05	2.30E-05	7.51E-06	5.78E-06	2.41E-06	3.16E-05	2.67E-05	4.49E-05	4.73E-06
5.78E-04	0	2.93E-21	1.90E-21	8.155510637	0.106780976	3.821523128	0.518147709	4.214561626	3.91E-02	0.500903973	1.48E-03	9.44E-03	0.501240015	2.49E-02	9.78E-02	5.86E-02	7.128171429	2.14E-02	0.387937343	3.50E-03	2.19E-04	5.83E-04	5.14E-05	3.94E-05	2.32E-05	6.92E-06	5.31E-06	2.22E-06	2.89E-05	2.68E-05	4.53E-05	4.78E-06
6.79E-04	0	2.68E-21	1.74E-21	8.177499756	0.1089024	3.848191223	0.477337021	4.245676522	3.93E-02	0.522357413	1.66E-03	9.66E-03	0.498799939	2.46E-02	9.85E-02	5.91E-02	7.17726206	2.15E-02	0.391038725	3.54E-03	2.23E-04	5.98E-04	5.13E-05	3.94E-05	2.34E-05	6.31E-06	4.85E-06	2.03E-06	2.64E-05	2.61E-05	4.55E-05	4.82E-06
7.77E-04	0	2.44E-21	1.59E-21	8.186697702	0.110637583	3.871787206	0.43464638	4.27306318	3.96E-02	0.541869952	1.82E-03	9.84E-03	0.488073265	2.24E-02	9.91E-02	5.96E-02	7.21882538	2.16E-02	0.393669974	3.58E-03	2.26E-04	6.10E-04	4.84E-05	3.73E-05	2.35E-05	5.75E-06	4.43E-06	1.85E-06	2.41E-05	2.40E-05	4.58E-05	4.86E-06
8.65E-04	0	2.22E-21	1.44E-21	8.168511146	0.112005376	3.89642487	0.395013964	4.287696969	3.98E-02	0.559439702	1.97E-03	9.98E-03	0.447413286	2.04E-02	9.96E-02	6.01E-02	7.259939221	2.18E-02	0.396034985	3.61E-03	2.28E-04	6.21E-04	4.41E-05	3.39E-05	2.36E-05	5.24E-06	4.04E-06	1.68E-06	2.20E-05	2.18E-05	4.56E-05	4.89E-06
8.79E-04	0	2.01E-21	1.30E-21	8.130522693	0.113202013	3.931014804	0.35845278	4.300870881	4.01E-02	0.575029699	1.95E-03	1.01E-02	0.404942464	1.85E-02	0.100370412	6.04E-02	7.319879153	2.20E-02	0.398730542	3.63E-03	2.30E-04	6.29E-04	3.99E-05	3.07E-05	2.38E-05	4.76E-06	3.67E-06	1.53E-06	2.00E-05	1.97E-05	4.34E-05	4.92E-06
